date,category,commodity,commodity_id,unit,price,usdprice,calories (Kcal),protein (g),carbs (g),fat (g),iron (mg),cluster,PCA1,PCA2
2021-11-15,cereals and tubers,Rice,52,KG,9.07,0.58,360,7.0,80.0,0.6,0.8,1,-0.8789181795663104,-1.3409111695850624
2021-11-15,"meat, fish and eggs",Eggs,92,Unit,1.75,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2021-11-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,146.63,9.32,215,28.0,0.0,10.0,3.0,3,-0.5435723666519039,3.2063788110020113
2021-11-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,31.28,1.99,239,27.0,0.0,14.0,1.3,3,-0.7023825176413494,1.5035029016633346
2021-11-15,milk and dairy,Cheese,414,KG,30.35,1.93,402,25.0,1.3,33.0,0.7,1,0.16873478737991052,0.7245948612733734
2021-11-15,milk and dairy,Cheese (picon),319,8 pcs,14.05,0.89,300,10.0,5.0,26.0,0.1,1,0.3625444384747623,-0.3592858950876218
2021-11-15,oil and fats,Ghee (natural),107,KG,105.23,6.69,883,0.0,0.0,99.8,0.0,0,4.115535281968817,1.453147315753229
2021-11-15,oil and fats,Oil (maize),362,800 G,34.94,2.22,884,0.0,0.0,100.0,0.0,0,3.799466648544196,0.6132268269718596
2021-11-15,oil and fats,Oil (mixed),395,800 G,25.0,1.59,884,0.0,0.0,100.0,0.0,0,3.7543487170797762,0.49461852556841546
2021-11-15,oil and fats,Oil (sunflower),184,800 G,29.98,1.91,884,0.0,0.0,100.0,0.0,0,3.777265761633132,0.5548640119955617
2021-11-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.4,1.49,341,26.0,58.0,1.5,6.7,2,-2.5659106196461194,2.56538395994807
2021-11-15,pulses and nuts,Lentils,108,KG,21.39,1.36,353,25.0,60.0,1.1,7.5,2,-2.66635952918259,2.643804238660596
2021-11-15,vegetables and fruits,Garlic,105,KG,30.82,1.96,149,6.4,33.0,0.5,1.7,1,-0.6710783031029994,-1.1068175738533101
2021-11-15,vegetables and fruits,Onions (red),110,KG,5.57,0.35,40,1.1,9.0,0.1,0.2,1,-0.38251317179496225,-1.90001704718284
2021-11-15,vegetables and fruits,Tomatoes,114,KG,5.4,0.34,18,0.9,3.9,0.2,0.3,1,-0.382402740580403,-1.8863346843050905
2021-11-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,1.75,0.11,143,12.6,0.7,9.5,1.1,3,-0.580537837364105,0.3899888603603507
2021-11-15,"meat, fish and eggs",Fish (tilapia),405,KG,29.8,1.89,128,26.0,0.0,3.0,0.6,3,-0.8806344924849565,1.1809998848826648
2021-11-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,31.28,1.99,215,18.0,0.0,15.0,1.0,3,-0.4112970416876171,1.0415901461721089
2021-11-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,14.05,0.89,310,11.0,4.0,28.0,0.1,1,0.3810687384814808,-0.2950518282260604
2021-11-15,milk and dairy,Milk (fresh),758,KG,12.49,0.79,61,3.2,4.8,3.3,0.0,1,-0.06638624219566994,-0.9693523731943192
2021-11-15,miscellaneous food,Sugar,97,KG,11.39,0.72,387,0.0,100.0,0.0,0.1,4,-0.5158081435246517,-2.040243839343759
2021-11-15,oil and fats,Oil (cotton),172,800 G,25.0,1.59,884,0.0,0.0,100.0,0.0,0,3.7543487170797762,0.49461852556841546
2021-11-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,6.98,0.44,15,0.7,3.6,0.1,0.3,1,-0.3725532837204368,-1.8776286767879178
2021-12-15,cereals and tubers,Pasta,112,KG,9.51,0.6,370,13.0,75.0,1.5,1.3,1,-1.064599336447061,-0.9500354615403109
2021-12-15,cereals and tubers,Potatoes,83,KG,8.02,0.51,77,2.0,17.0,0.1,0.8,1,-0.6558349598724326,-1.517136535988394
2021-12-15,cereals and tubers,Rice,52,KG,9.21,0.59,360,7.0,80.0,0.6,0.8,1,-0.878202021924018,-1.339028498134214
2021-12-15,cereals and tubers,Wheat flour,58,KG,8.63,0.55,364,10.0,76.0,1.0,1.2,1,-0.9869856058336646,-1.119933965234347
2021-12-15,"meat, fish and eggs",Eggs,92,Unit,1.71,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2021-12-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,148.54,9.45,215,28.0,0.0,10.0,3.0,3,-0.534262317302103,3.230853539863039
2021-12-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,29.56,1.88,239,27.0,0.0,14.0,1.3,3,-0.7102602517065655,1.4827935157040029
2021-12-15,milk and dairy,Cheese,414,KG,30.6,1.95,402,25.0,1.3,33.0,0.7,1,0.17016710266449528,0.72836020417507
2021-12-15,milk and dairy,Cheese (picon),319,8 pcs,14.24,0.91,300,10.0,5.0,26.0,0.1,1,0.36397675375934707,-0.3555205521859252
2021-12-15,oil and fats,Ghee (natural),107,KG,105.9,6.74,883,0.0,0.0,99.8,0.0,0,4.1191160701802785,1.4625606730074705
2021-12-15,oil and fats,Oil (maize),362,800 G,35.96,2.29,884,0.0,0.0,100.0,0.0,0,3.8044797520402422,0.6264055271277977
2021-12-15,oil and fats,Oil (mixed),395,800 G,21.45,1.36,884,0.0,0.0,100.0,0.0,0,3.737877091307052,0.45131708219890415
2021-12-15,oil and fats,Oil (sunflower),184,800 G,30.77,1.96,884,0.0,0.0,100.0,0.0,0,3.7808465498445942,0.5642773692498032
2021-12-15,pulses and nuts,Lentils,108,KG,21.87,1.39,353,25.0,60.0,1.1,7.5,2,-2.6642110562557133,2.649452253013141
2021-12-15,vegetables and fruits,Garlic,105,KG,30.01,1.91,149,6.4,33.0,0.5,1.7,1,-0.6746590913144613,-1.1162309311075518
2021-12-15,vegetables and fruits,Onions (red),110,KG,5.21,0.33,40,1.1,9.0,0.1,0.2,1,-0.383945487079547,-1.9037823900845363
2021-12-15,vegetables and fruits,Tomatoes,114,KG,4.11,0.26,18,0.9,3.9,0.2,0.3,1,-0.38813200171874196,-1.901396055911877
2021-12-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,8.63,0.55,364,10.5,74.0,1.2,1.1,1,-0.9689637578257587,-1.1073354764745333
2021-12-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,1.71,0.11,143,12.6,0.7,9.5,1.1,3,-0.580537837364105,0.3899888603603507
2021-12-15,"meat, fish and eggs",Fish (tilapia),405,KG,29.43,1.87,128,26.0,0.0,3.0,0.6,3,-0.8820668077695413,1.1772345419809682
2021-12-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,29.56,1.88,215,18.0,0.0,15.0,1.0,3,-0.4191747757528333,1.0208807602127774
2021-12-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,14.24,0.91,310,11.0,4.0,28.0,0.1,1,0.3825010537660655,-0.2912864853243637
2021-12-15,milk and dairy,Milk (fresh),758,KG,12.53,0.8,61,3.2,4.8,3.3,0.0,1,-0.06567008455337761,-0.9674697017434708
2021-12-15,miscellaneous food,Sugar,97,KG,11.51,0.73,387,0.0,100.0,0.0,0.1,4,-0.5150919858823593,-2.0383611678929108
2021-12-15,oil and fats,Oil (cotton),172,800 G,21.45,1.36,884,0.0,0.0,100.0,0.0,0,3.737877091307052,0.45131708219890415
2021-12-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.64,1.5,341,26.0,58.0,1.5,6.7,2,-2.565194462003827,2.5672666313989185
2021-12-15,pulses and nuts,Lentils,108,KG,21.51,1.37,353,25.0,60.0,1.1,7.5,2,-2.665643371540298,2.6456869101114444
2022-01-15,cereals and tubers,Pasta,112,KG,9.71,0.62,370,13.0,75.0,1.5,1.3,1,-1.0631670211624762,-0.9462701186386143
2022-01-15,cereals and tubers,Wheat flour,58,KG,8.77,0.56,364,10.0,76.0,1.0,1.2,1,-0.9862694481913722,-1.1180512937834988
2022-01-15,"meat, fish and eggs",Eggs,92,Unit,1.82,0.12,155,13.0,1.1,11.0,1.2,3,-0.5726759110153058,0.4417162199663462
2022-01-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,30.91,1.98,239,27.0,0.0,14.0,1.3,3,-0.7030986752836418,1.5016202302124861
2022-01-15,milk and dairy,Cheese,414,KG,30.98,1.98,402,25.0,1.3,33.0,0.7,1,0.17231557559137237,0.734008218527615
2022-01-15,miscellaneous food,Sugar,97,KG,11.86,0.76,387,0.0,100.0,0.0,0.1,4,-0.5129435129554821,-2.032713153540366
2022-01-15,oil and fats,Ghee (natural),107,KG,106.96,6.84,883,0.0,0.0,99.8,0.0,0,4.126277646603202,1.4813873875159538
2022-01-15,oil and fats,Oil (maize),362,800 G,36.58,2.34,884,0.0,0.0,100.0,0.0,0,3.808060540251704,0.6358188843820393
2022-01-15,oil and fats,Oil (mixed),395,800 G,24.0,1.53,884,0.0,0.0,100.0,0.0,0,3.750051771226022,0.4833224968633255
2022-01-15,oil and fats,Oil (sunflower),184,800 G,31.24,2.0,884,0.0,0.0,100.0,0.0,0,3.7837111804137633,0.5718080550531965
2022-01-15,pulses and nuts,Lentils,108,KG,22.11,1.41,353,25.0,60.0,1.1,7.5,2,-2.6627787409711283,2.6532175959148376
2022-01-15,vegetables and fruits,Onions (red),110,KG,4.96,0.32,40,1.1,9.0,0.1,0.2,1,-0.3846616447218394,-1.9056650615353847
2022-01-15,cereals and tubers,Rice,52,KG,9.42,0.6,360,7.0,80.0,0.6,0.8,1,-0.8774858642817256,-1.3371458266833658
2022-01-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,1.82,0.12,143,12.6,0.7,9.5,1.1,3,-0.5798216797218126,0.391871531811199
2022-01-15,"meat, fish and eggs",Fish (tilapia),405,KG,29.53,1.89,128,26.0,0.0,3.0,0.6,3,-0.8806344924849565,1.1809998848826648
2022-01-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,30.91,1.98,215,18.0,0.0,15.0,1.0,3,-0.4120131993299095,1.0397074747212605
2022-01-15,oil and fats,Oil (cotton),172,800 G,24.0,1.53,884,0.0,0.0,100.0,0.0,0,3.750051771226022,0.4833224968633255
2022-01-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.58,1.51,341,26.0,58.0,1.5,6.7,2,-2.564478304361535,2.5691493028497665
2022-01-15,vegetables and fruits,Tomatoes,114,KG,4.54,0.29,18,0.9,3.9,0.2,0.3,1,-0.3859835287918648,-1.8957480415593322
2022-02-15,cereals and tubers,Pasta,112,KG,10.1,0.64,370,13.0,75.0,1.5,1.3,1,-1.0617347058778914,-0.9425047757369176
2022-02-15,cereals and tubers,Potatoes,83,KG,6.99,0.45,77,2.0,17.0,0.1,0.8,1,-0.6601319057261869,-1.528432564693484
2022-02-15,"meat, fish and eggs",Eggs,92,Unit,1.9,0.12,155,13.0,1.1,11.0,1.2,3,-0.5726759110153058,0.4417162199663462
2022-02-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,150.2,9.58,215,28.0,0.0,10.0,3.0,3,-0.5249522679523022,3.2553282687240674
2022-02-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,34.6,2.21,239,27.0,0.0,14.0,1.3,3,-0.6866270495109172,1.5449216735819975
2022-02-15,milk and dairy,Cheese,414,KG,31.05,1.98,402,25.0,1.3,33.0,0.7,1,0.17231557559137237,0.734008218527615
2022-02-15,miscellaneous food,Sugar,97,KG,12.09,0.77,387,0.0,100.0,0.0,0.1,4,-0.5122273553131897,-2.0308304820895176
2022-02-15,oil and fats,Ghee (natural),107,KG,108.28,6.91,883,0.0,0.0,99.8,0.0,0,4.131290750099249,1.494566087671892
2022-02-15,oil and fats,Oil (maize),362,800 G,36.76,2.34,884,0.0,0.0,100.0,0.0,0,3.808060540251704,0.6358188843820393
2022-02-15,oil and fats,Oil (mixed),395,800 G,25.0,1.59,884,0.0,0.0,100.0,0.0,0,3.7543487170797762,0.49461852556841546
2022-02-15,oil and fats,Oil (sunflower),184,800 G,31.44,2.01,884,0.0,0.0,100.0,0.0,0,3.784427338056056,0.5736907265040448
2022-02-15,pulses and nuts,Lentils,108,KG,22.33,1.42,353,25.0,60.0,1.1,7.5,2,-2.662062583328836,2.6551002673656856
2022-02-15,vegetables and fruits,Onions (red),110,KG,4.74,0.3,40,1.1,9.0,0.1,0.2,1,-0.38609396000642404,-1.9094304044370811
2022-02-15,vegetables and fruits,Tomatoes,114,KG,7.14,0.46,18,0.9,3.9,0.2,0.3,1,-0.37380884887289456,-1.8637426268949109
2022-02-15,cereals and tubers,Rice,52,KG,9.76,0.62,360,7.0,80.0,0.6,0.8,1,-0.8760535489971408,-1.3333804837816692
2022-02-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,8.81,0.56,364,10.5,74.0,1.2,1.1,1,-0.9682476001834663,-1.105452805023685
2022-02-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,34.6,2.21,215,18.0,0.0,15.0,1.0,3,-0.39554157355718494,1.0830089180907718
2022-02-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,14.47,0.92,310,11.0,4.0,28.0,0.1,1,0.3832172114083579,-0.2894038138735154
2022-02-15,milk and dairy,Milk (fresh),758,KG,12.67,0.81,61,3.2,4.8,3.3,0.0,1,-0.06495392691108523,-0.9655870302926226
2022-02-15,oil and fats,Oil (cotton),172,800 G,25.0,1.59,884,0.0,0.0,100.0,0.0,0,3.7543487170797762,0.49461852556841546
2022-02-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.65,1.51,341,26.0,58.0,1.5,6.7,2,-2.564478304361535,2.5691493028497665
2022-02-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,10.1,0.64,15,0.7,3.6,0.1,0.3,1,-0.3582301308745894,-1.8399752477709514
2022-03-15,cereals and tubers,Pasta,112,KG,11.18,0.71,370,13.0,75.0,1.5,1.3,1,-1.0567216023818449,-0.9293260755809793
2022-03-15,cereals and tubers,Rice,52,KG,11.11,0.71,360,7.0,80.0,0.6,0.8,1,-0.8696081302165095,-1.316436440724034
2022-03-15,cereals and tubers,Wheat flour,58,KG,10.52,0.67,364,10.0,76.0,1.0,1.2,1,-0.9783917141261561,-1.097341907824167
2022-03-15,"meat, fish and eggs",Eggs,92,Unit,2.04,0.13,155,13.0,1.1,11.0,1.2,3,-0.5719597533730134,0.44359889141719455
2022-03-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,38.51,2.46,239,27.0,0.0,14.0,1.3,3,-0.6687231084536079,1.5919884598532055
2022-03-15,milk and dairy,Cheese,414,KG,32.16,2.05,402,25.0,1.3,33.0,0.7,1,0.17732867908741898,0.7471869186835531
2022-03-15,milk and dairy,Cheese (picon),319,8 pcs,14.5,0.93,300,10.0,5.0,26.0,0.1,1,0.36540906904393183,-0.3517552092842286
2022-03-15,miscellaneous food,Sugar,97,KG,12.62,0.81,387,0.0,100.0,0.0,0.1,4,-0.5093627247440203,-2.0232997962861243
2022-03-15,oil and fats,Ghee (natural),107,KG,110.09,7.03,883,0.0,0.0,99.8,0.0,0,4.139884641806757,1.517158145082072
2022-03-15,oil and fats,Oil (maize),362,800 G,37.71,2.41,884,0.0,0.0,100.0,0.0,0,3.813073643747751,0.6489975845379775
2022-03-15,oil and fats,Oil (mixed),395,800 G,25.0,1.6,884,0.0,0.0,100.0,0.0,0,3.7550648747220685,0.49650119701926376
2022-03-15,oil and fats,Oil (sunflower),184,800 G,32.52,2.08,884,0.0,0.0,100.0,0.0,0,3.7894404415521024,0.5868694266599831
2022-03-15,pulses and nuts,"Beans (fava, dry)",385,KG,23.92,1.53,341,26.0,58.0,1.5,6.7,2,-2.56304598907695,2.5729146457514633
2022-03-15,pulses and nuts,Lentils,108,KG,22.91,1.46,353,25.0,60.0,1.1,7.5,2,-2.6591979527596665,2.662630953169079
2022-03-15,vegetables and fruits,Garlic,105,KG,26.68,1.7,149,6.4,33.0,0.5,1.7,1,-0.6896984018026011,-1.1557670315753665
2022-03-15,vegetables and fruits,Onions (red),110,KG,4.45,0.28,40,1.1,9.0,0.1,0.2,1,-0.3875262752910088,-1.913195747338778
2022-03-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,10.52,0.67,364,10.5,74.0,1.2,1.1,1,-0.9603698661182503,-1.0847434190643535
2022-03-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,2.04,0.13,143,12.6,0.7,9.5,1.1,3,-0.5791055220795203,0.39375420326204735
2022-03-15,"meat, fish and eggs",Fish (tilapia),405,KG,31.96,2.04,128,26.0,0.0,3.0,0.6,3,-0.8698921278505709,1.2092399566453895
2022-03-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,38.51,2.46,215,18.0,0.0,15.0,1.0,3,-0.37763763249987564,1.1300757043619798
2022-03-15,milk and dairy,Milk (fresh),758,KG,13.16,0.84,61,3.2,4.8,3.3,0.0,1,-0.06280545398420809,-0.9599390159400776
2022-03-15,oil and fats,Oil (cotton),172,800 G,25.0,1.6,884,0.0,0.0,100.0,0.0,0,3.7550648747220685,0.49650119701926376
2022-03-15,vegetables and fruits,Cucumbers (medium sized),1299,KG,9.99,0.64,15,0.7,3.6,0.1,0.3,1,-0.3582301308745894,-1.8399752477709514
2022-04-15,cereals and tubers,Pasta,112,KG,11.63,0.63,370,13.0,75.0,1.5,1.3,1,-1.0624508635201837,-0.9443874471877659
2022-04-15,cereals and tubers,Wheat flour,58,KG,11.07,0.6,364,10.0,76.0,1.0,1.2,1,-0.9834048176222028,-1.1105206079801055
2022-04-15,"meat, fish and eggs",Eggs,92,Unit,2.05,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2022-04-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,164.14,8.94,215,28.0,0.0,10.0,3.0,3,-0.570786357059014,3.134837295869775
2022-04-15,milk and dairy,Cheese,414,KG,32.68,1.78,402,25.0,1.3,33.0,0.7,1,0.15799242274552497,0.6963547895106486
2022-04-15,milk and dairy,Cheese (picon),319,8 pcs,14.91,0.81,300,10.0,5.0,26.0,0.1,1,0.3568151773364234,-0.37434726669440826
2022-04-15,miscellaneous food,Sugar,97,KG,12.68,0.69,387,0.0,100.0,0.0,0.1,4,-0.5179566164515288,-2.0458918536963044
2022-04-15,oil and fats,Ghee (natural),107,KG,112.61,6.14,883,0.0,0.0,99.8,0.0,0,4.076146611642736,1.3496003859565715
2022-04-15,oil and fats,Oil (maize),362,800 G,37.8,2.06,884,0.0,0.0,100.0,0.0,0,3.788008126267518,0.5831040837582865
2022-04-15,oil and fats,Oil (mixed),395,800 G,25.0,1.36,884,0.0,0.0,100.0,0.0,0,3.737877091307052,0.45131708219890415
2022-04-15,pulses and nuts,"Beans (fava, dry)",385,KG,24.13,1.31,341,26.0,58.0,1.5,6.7,2,-2.578801457207382,2.5314958738328004
2022-04-15,vegetables and fruits,Garlic,105,KG,21.06,1.15,149,6.4,33.0,0.5,1.7,1,-0.7290870721286815,-1.259313961372024
2022-04-15,vegetables and fruits,Onions (red),110,KG,4.4,0.24,40,1.1,9.0,0.1,0.2,1,-0.3903909058601783,-1.9207264331421712
2022-04-15,vegetables and fruits,Tomatoes,114,KG,14.82,0.81,18,0.9,3.9,0.2,0.3,1,-0.34874333139266156,-1.7978491261152196
2022-04-15,cereals and tubers,Rice,52,KG,11.52,0.63,360,7.0,80.0,0.6,0.8,1,-0.8753373913548484,-1.3314978123308208
2022-04-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,2.05,0.11,143,12.6,0.7,9.5,1.1,3,-0.580537837364105,0.3899888603603507
2022-04-15,"meat, fish and eggs",Fish (tilapia),405,KG,37.15,2.02,128,26.0,0.0,3.0,0.6,3,-0.8713244431351557,1.205474613743693
2022-04-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,42.45,2.31,215,18.0,0.0,15.0,1.0,3,-0.38837999713426125,1.101835632599255
2022-04-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,14.91,0.81,310,11.0,4.0,28.0,0.1,1,0.3753394773431418,-0.31011319983284685
2022-04-15,milk and dairy,Milk (fresh),758,KG,13.28,0.72,61,3.2,4.8,3.3,0.0,1,-0.07139934569171655,-0.9825310733502575
2022-04-15,oil and fats,Oil (cotton),172,800 G,25.0,1.36,884,0.0,0.0,100.0,0.0,0,3.737877091307052,0.45131708219890415
2022-04-15,pulses and nuts,Lentils,108,KG,22.79,1.24,353,25.0,60.0,1.1,7.5,2,-2.6749534208900987,2.621212181250416
2022-05-15,cereals and tubers,Potatoes,83,KG,6.39,0.35,77,2.0,17.0,0.1,0.8,1,-0.6672934821491106,-1.547259279201967
2022-05-15,cereals and tubers,Rice,52,KG,14.59,0.8,360,7.0,80.0,0.6,0.8,1,-0.8631627114358781,-1.2994923976663992
2022-05-15,cereals and tubers,Wheat flour,58,KG,11.43,0.63,364,10.0,76.0,1.0,1.2,1,-0.9812563446953256,-1.1048725936275605
2022-05-15,"meat, fish and eggs",Eggs,92,Unit,2.03,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2022-05-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,164.59,9.0,215,28.0,0.0,10.0,3.0,3,-0.5664894112052598,3.146133324574865
2022-05-15,milk and dairy,Cheese,414,KG,33.57,1.84,402,25.0,1.3,33.0,0.7,1,0.1622893685992792,0.7076508182157385
2022-05-15,miscellaneous food,Sugar,97,KG,13.17,0.72,387,0.0,100.0,0.0,0.1,4,-0.5158081435246517,-2.040243839343759
2022-05-15,vegetables and fruits,Garlic,105,KG,25.48,1.39,149,6.4,33.0,0.5,1.7,1,-0.7118992887136646,-1.2141298465516643
2022-05-15,vegetables and fruits,Tomatoes,114,KG,11.95,0.65,18,0.9,3.9,0.2,0.3,1,-0.36020185366933954,-1.8279718693287927
2022-05-15,cereals and tubers,Pasta,112,KG,12.53,0.69,370,13.0,75.0,1.5,1.3,1,-1.0581539176664296,-0.9330914184826761
2022-05-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,11.43,0.63,364,10.5,74.0,1.2,1.1,1,-0.9632344966874198,-1.0922741048677467
2022-05-15,"meat, fish and eggs",Eggs (medium size),1301,1 piece,2.03,0.11,143,12.6,0.7,9.5,1.1,3,-0.580537837364105,0.3899888603603507
2022-05-15,"meat, fish and eggs",Fish (tilapia),405,KG,39.67,2.17,128,26.0,0.0,3.0,0.6,3,-0.8605820785007701,1.2337146855064176
2022-05-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,41.52,2.27,215,18.0,0.0,15.0,1.0,3,-0.39124462770343077,1.0943049467958617
2022-05-15,oil and fats,Oil (cotton),172,800 G,25.63,1.4,884,0.0,0.0,100.0,0.0,0,3.7407417218762213,0.4588477680022974
2022-05-15,pulses and nuts,"Beans (fava, dry)",385,KG,24.58,1.34,341,26.0,58.0,1.5,6.7,2,-2.5766529842805053,2.537143888185345
2022-06-15,cereals and tubers,Pasta,112,KG,12.8,0.68,370,13.0,75.0,1.5,1.3,1,-1.058870075308722,-0.9349740899335244
2022-06-15,cereals and tubers,Rice,52,KG,15.32,0.82,360,7.0,80.0,0.6,0.8,1,-0.8617303961512934,-1.2957270547647026
2022-06-15,"meat, fish and eggs",Eggs,92,Unit,2.05,0.11,155,13.0,1.1,11.0,1.2,3,-0.5733920686575982,0.4398335485154979
2022-06-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,167.52,8.94,215,28.0,0.0,10.0,3.0,3,-0.570786357059014,3.134837295869775
2022-06-15,milk and dairy,Cheese (picon),319,8 pcs,17.14,0.91,300,10.0,5.0,26.0,0.1,1,0.36397675375934707,-0.3555205521859252
2022-06-15,oil and fats,Oil (maize),362,800 G,41.76,2.23,884,0.0,0.0,100.0,0.0,0,3.800182806186488,0.6151094984227079
2022-06-15,oil and fats,Oil (mixed),395,800 G,26.65,1.42,884,0.0,0.0,100.0,0.0,0,3.742174037160806,0.462613110903994
2022-06-15,oil and fats,Oil (sunflower),184,800 G,36.72,1.96,884,0.0,0.0,100.0,0.0,0,3.7808465498445942,0.5642773692498032
2022-06-15,pulses and nuts,Lentils,108,KG,24.42,1.3,353,25.0,60.0,1.1,7.5,2,-2.6706564750363446,2.632508209955506
2022-06-15,vegetables and fruits,Garlic,105,KG,19.61,1.05,149,6.4,33.0,0.5,1.7,1,-0.7362486485516052,-1.278140675880507
2022-06-15,vegetables and fruits,Onions (red),110,KG,4.25,0.23,40,1.1,9.0,0.1,0.2,1,-0.3911070635024707,-1.9226091045930196
2022-06-15,vegetables and fruits,Tomatoes,114,KG,8.41,0.45,18,0.9,3.9,0.2,0.3,1,-0.37452500651518694,-1.865625298345759
2022-06-15,cereals and tubers,"Wheat flour (unpacked, 72%)",1302,KG,11.69,0.62,364,10.5,74.0,1.2,1.1,1,-0.9639506543297122,-1.094156776318595
2022-06-15,"meat, fish and eggs",Fish (tilapia),405,KG,40.21,2.15,128,26.0,0.0,3.0,0.6,3,-0.8620143937853548,1.229949342604721
2022-06-15,"meat, fish and eggs","Meat (chicken, farm)",1303,KG,41.51,2.22,215,18.0,0.0,15.0,1.0,3,-0.39482541591489256,1.0848915895416202
2022-06-15,milk and dairy,"Cheese (local, processed, Nesto)",1300,8 pcs,17.14,0.91,310,11.0,4.0,28.0,0.1,1,0.3825010537660655,-0.2912864853243637
2022-06-15,miscellaneous food,Sugar,97,KG,13.77,0.73,387,0.0,100.0,0.0,0.1,4,-0.5150919858823593,-2.0383611678929108
2022-06-15,oil and fats,Oil (cotton),172,800 G,26.65,1.42,884,0.0,0.0,100.0,0.0,0,3.742174037160806,0.462613110903994
2022-06-15,pulses and nuts,Lentils,108,KG,24.21,1.29,353,25.0,60.0,1.1,7.5,2,-2.671372632678637,2.6306255385046575
2022-07-15,cereals and tubers,Pasta,112,KG,13.13,0.7,370,13.0,75.0,1.5,1.3,1,-1.0574377600241371,-0.9312087470318278
2022-07-15,cereals and tubers,Rice,52,KG,15.49,0.82,360,7.0,80.0,0.6,0.8,1,-0.8617303961512934,-1.2957270547647026
2022-07-15,cereals and tubers,Wheat flour,58,KG,11.82,0.63,364,10.0,76.0,1.0,1.2,1,-0.9812563446953256,-1.1048725936275605
2022-07-15,"meat, fish and eggs","Meat (beef, without bones)",468,KG,170.24,9.03,215,28.0,0.0,10.0,3.0,3,-0.5643409382783827,3.15178133892741
2022-07-15,"meat, fish and eggs","Meat (chicken, frozen)",207,KG,40.6,2.15,239,27.0,0.0,14.0,1.3,3,-0.6909239953646715,1.5336256448769074
2022-07-15,milk and dairy,Cheese,414,KG,34.31,1.82,402,25.0,1.3,33.0,0.7,1,0.16085705331469444,0.7038854753140419
2022-07-15,miscellaneous food,Sugar,97,KG,13.95,0.74,387,0.0,100.0,0.0,0.1,4,-0.5143758282400669,-2.036478496442063
2022-07-15,oil and fats,Oil (mixed),395,800 G,27.34,1.45,884,0.0,0.0,100.0,0.0,0,3.744322510087683,0.46826112525653896
2022-07-15,pulses and nuts,"Beans (fava, dry)",385,KG,25.44,1.35,341,26.0,58.0,1.5,6.7,2,-2.5759368266382126,2.5390265596361936
2022-07-15,pulses and nuts,Lentils,108,KG,24.64,1.31,353,25.0,60.0,1.1,7.5,2,-2.6699403173940524,2.6343908814063544
2022-07-15,vegetables and fruits,Garlic,105,KG,18.69,0.99,149,6.4,33.0,0.5,1.7,1,-0.7405455944053595,-1.289436704585597
2022-07-15,vegetables and fruits,Onions (red),110,KG,4.12,0.22,40,1.1,9.0,0.1,0.2,1,-0.3918232211447631,-1.924491776043868
2022-07-15,vegetables and fruits,Tomatoes,114,KG,4.59,0.24,18,0.9,3.9,0.2,0.3,1,-0.3895643170033267,-1.9051613988135738
